Inj,Date,Time,NO3_N,NH4_N,PO4_P,Cl
A_down,9/28/10,11:34:00,19.8,14.8,4.43,2.94
A_down,9/28/10,11:42:00,20.1,13,4.03,2.87
A_down,9/28/10,12:15:00,20.2,,3.8,1.83
A_down,9/28/10,12:35:00,46.3,,40.2,3.76
A_down,9/28/10,12:44:00,103,,162,8.46
A_down,9/28/10,12:52:30,150,,248,12.70
A_down,9/28/10,12:59:00,202,,376,17.32
A_down,9/28/10,13:26:00,244,,465,20.30
A_down,9/28/10,13:47:00,203,,357,16.79
A_down,9/28/10,14:10:00,152,,248,12.53
A_down,9/28/10,14:38:00,113,,176,8.83
A_down,9/28/10,15:07:00,80.9,,99.3,5.80
