Inj,Date,Time,NO3_N,NH4_N,PO4_P,Cl,cor_nh4,cl_ug,cor_cl,con_nh4,con_amb_nh4,tot_nh4,nh4_cl,log_nh4_cl,diff,kw_nh4,sw_nh4
B_down,7/30/10,13:04:00,2.58,18.2,NA,0.08,0.3447500000000012,80,0.19999999999998863,0.0036056006741732294,17.903605600674172,18.051194473836624,NA,NA,NA,NA,NA
B_down,7/30/10,13:05:00,2.65,96.8,NA,4.02,78.94475,4019.9999999999995,3940.1999999999994,71.03393888189082,88.93393888189081,92.78364771751016,NA,NA,NA,NA,NA
B_down,7/30/10,13:05:30,2.54,290,NA,14.34,272.14475,14340,14260.2,257.08293366924005,274.98293366924,282.3916619946128,NA,NA,NA,NA,NA
B_down,7/30/10,13:06:00,3.03,455,NA,22.63,437.14475,22630,22550.2,406.5350816137289,424.43508161372887,439.4518883043362,NA,NA,NA,NA,NA
B_down,7/30/10,13:06:30,3.28,496,NA,24.24,478.14475,24240,24160.2,435.56016704082504,453.460167040825,474.25335302161966,NA,NA,NA,NA,NA
B_down,7/30/10,13:07:10,2.9,526,NA,26.8,508.14475,26800,26720.2,481.711855670245,499.61185567024495,512.6361634556703,NA,NA,NA,NA,NA
B_down,7/30/10,13:07:30,3.09,534,NA,27.29,516.14475,27290,27210.2,490.5455773219699,508.4455773219699,521.066155387137,NA,NA,NA,NA,NA
B_down,7/30/10,13:08:00,2.7,531,NA,27.53,513.14475,27530,27450.2,494.87229813097804,512.772298130978,521.8065640709681,NA,NA,NA,NA,NA
B_down,7/30/10,13:09:00,2.11,407,NA,17.43,389.14475,17430,17350.2,312.7894640852196,330.6894640852196,366.86593175529987,NA,NA,NA,NA,NA
B_down,7/30/10,13:10:00,2.99,470,NA,22.55,452.14475,22550,22470.2,405.09284134405954,422.9928413440595,445.87737712481874,NA,NA,NA,NA,NA
B_down,7/30/10,13:11:30,2.76,375,NA,19.3,357.14475,19300,19220.2,346.5018303887412,364.4018303887412,369.66293619428234,NA,NA,NA,NA,NA
B_down,7/30/10,13:13:00,2.73,302,NA,15.57,284.14475,15570,15490.2,279.25737781540664,297.1573778154066,299.568903760475,NA,NA,NA,NA,NA
B_down,7/30/10,13:15:00,2.98,237,NA,11.7,219.14475,11700,11620.2,209.48900477015073,227.38900477015073,232.14476976775896,NA,NA,NA,NA,NA
B_down,7/30/10,13:17:00,3.06,178,NA,8.55,160.14475,8550,8470.2,152.70079415191913,170.60079415191913,174.2611297996245,NA,NA,NA,NA,NA
B_down,7/30/10,13:20:00,2.97,107,NA,4.94,89.14475,4940,4860.2,87.61970198308862,105.51970198308862,106.25727322019176,NA,NA,NA,NA,NA
B_down,7/30/10,13:24:00,2.25,69.6,NA,2.9,51.744749999999996,2900,2820.2,50.84257510651959,68.74257510651958,69.1699589953165,NA,NA,NA,NA,NA
B_down,7/30/10,13:30:00,2.88,39,NA,1.34,21.144750000000002,1340,1260.2,22.71888984796681,40.61888984796681,39.80121485671895,0.016778884304078718,-4.0876340697794316,-0.0718050826052199,-1.9945856279227748e-4,5013.572673946478
B_down,7/30/10,13:38:00,2.87,25.2,NA,0.52,7.344750000000001,520,440.2,7.935927083855728,25.835927083855726,25.51598249162991,0.0166850295320309,-4.093243396805485,-0.077414409631273,-2.150400267535361e-4,4650.297040495304
B_down,7/30/10,13:46:00,2.26,23.4,NA,0.26,5.5447500000000005,260,180.2,3.248646207430264,21.14864620743026,22.245860766755417,NA,NA,NA,NA,NA
B_down,7/30/10,13:56:00,2.23,17.9,NA,0.17,0.04475000000000051,170,90.19999999999999,1.6261259040522187,19.52612590405222,18.695391241761552,4.961197339246177e-4,-7.608693261329839,-3.5928642741556276,-0.009980178539321188,100.19860827740423
