Inj,Date,Time,NO3_N,NH4_N,PO4_P,Cl,cor_nh4,cl_ug,cor_cl,con_nh4,con_amb_nh4,tot_nh4,nh4_cl,log_nh4_cl,diff,kw_nh4,sw_nh4
B_up,9/2/11,15:18:00,5.37,12.6,3.4,2.4862,9.198525,2486.2000000000003,16.190500000000156,0.13613360782796172,3.546133607827962,6.684405991457454,NA,NA,NA,NA,NA
B_up,9/2/11,15:22:00,5.03,17.9,2.73,2.4762,14.498524999999997,2476.2,6.190499999999702,0.052051208996568864,3.462051208996569,7.872148159240817,NA,NA,NA,NA,NA
B_up,9/2/11,15:26:00,5.87,6.57,NA,2.541,3.168525,2541,70.99049999999988,0.5969051534239712,4.006905153423971,5.130825163460112,NA,NA,NA,NA,NA
B_up,9/2/11,15:30:00,5.48,17.2,NA,2.5728,13.798524999999998,2572.8,102.79050000000007,0.8642871817077898,4.27428718170779,8.57424862745267,NA,NA,NA,NA,NA
B_up,9/2/11,15:36:00,10.3,13,NA,2.5791,9.598524999999999,2579.1,109.09049999999979,0.9172590929715626,4.327259092971563,7.500291208255205,NA,NA,NA,NA,NA
B_up,9/2/11,15:38:00,10.3,14.4,NA,3.1325,10.998525,3132.5,662.4904999999999,5.570379044300632,8.980379044300632,11.37178342380513,NA,NA,NA,NA,NA
B_up,9/2/11,15:40:00,12.6,108,NA,6.1325,104.598525,6132.5,3662.4905,30.79509869371734,34.20509869371734,60.7795249974979,NA,NA,NA,NA,NA
B_up,9/2/11,15:42:00,13.3,37.3,NA,10.6178,33.898525,10617.800000000001,8147.790500000001,68.50857704156026,71.91857704156025,51.79346410166247,0.004160456138385001,-5.482130562069698,-0.7035874466000074,-0.0027061055638461823,369.5347341064929
B_up,9/2/11,15:44:00,15.1,45,NA,13.9734,41.598525,13973.4,11503.3905,96.72326679342115,100.13326679342114,67.1267234840488,0.003616196894298251,-5.622332387077784,-0.8437892716080935,-0.0032453433523388212,308.1338063287911
B_up,9/2/11,15:46:00,17.1,71.2,NA,17.9871,67.798525,17987.100000000002,15517.090500000002,130.4714192123758,133.8814192123758,97.63379050267974,0.004369280761751051,-5.433156868831962,-0.6546137533622716,-0.002517745205239506,397.1807782292541
B_up,9/2/11,15:47:00,18.3,75.6,NA,20.9127,72.19852499999999,20912.7,18442.6905,155.07056581448694,158.48056581448694,109.45835178539465,0.003914750128241863,-5.543003775780088,-0.7644606603103972,-0.002940233308886143,340.10906446700756
B_up,9/2/11,15:48:00,23.1,111,NA,20.1495,107.598525,20149.5,17679.4905,148.65339713567533,152.06339713567533,129.91934837452024,0.006086064810521547,-5.101753578447801,-0.3232104629781105,-0.001243117165300425,804.4294036904633
B_up,9/2/11,15:49:00,29.4,144,NA,21.4659,140.598525,21465.9,18995.8905,159.7220041178394,163.1320041178394,153.26776762571075,0.00740152323998709,-4.906069456713327,-0.1275263412436365,-4.904859278601403e-4,2038.7944754352773
B_up,9/2/11,15:50:00,26.9,109,NA,20.8974,105.598525,20897.4,18427.3905,154.9419197442749,158.3519197442749,131.37868644542746,0.005730519739080799,-5.1619490474682665,-0.38340593199857587,-0.0014746381999945226,678.1324395392134
B_up,9/2/11,15:51:00,29.4,130,NA,20.2207,126.598525,20220.7,17750.6905,149.25206381535483,152.66206381535483,140.87607424966146,0.007132033821444861,-4.943158836782047,-0.16461572131235602,-6.331373896629078e-4,1579.436021828399
B_up,9/2/11,15:52:00,25.8,85.9,NA,19.0915,82.498525,19091.5,16621.4905,139.75747933931436,143.16747933931435,110.89673789272206,0.0049633650483992394,-5.3056713311025,-0.5271282156328096,-0.002027416213972345,493.23863206198104
B_up,9/2/11,15:53:00,27.5,89.9,NA,18.2795,86.498525,18279.5,15809.4905,132.92998855420558,136.33998855420558,110.71117816653869,0.005471303771617434,-5.208238341475948,-0.429695226006257,-0.0016526739461779115,605.080029435128
B_up,9/2/11,15:54:00,27.4,88,NA,16.7856,84.598525,16785.6,14315.590499999998,120.36891899278436,123.77891899278436,104.36735539125739,0.0059095379265004825,-5.131187635646038,-0.35264452017634706,-0.0013563250776013349,737.2863751575715
B_up,9/2/11,15:55:00,31,96.8,NA,15.4563,93.39852499999999,15456.300000000001,12986.290500000001,109.19184571612784,112.60184571612784,104.40238821655939,0.007192086531561879,-4.9347739502442245,-0.1562308347745338,-6.008878260558993e-4,1664.2041270228233
B_up,9/2/11,15:57:00,25.7,57.7,NA,13.3127,54.298525000000005,13312.699999999999,10842.690499999999,91.16794270263127,94.57794270263126,73.87250702353225,0.005007846069202106,-5.296749382637141,-0.5182062671674501,-0.001993101027567116,501.73071317947824
B_up,9/2/11,15:59:00,31.3,72.6,NA,11.3602,69.19852499999999,11360.2,8890.1905,74.75085433080258,78.16085433080258,75.32913131329916,0.00778369428641602,-4.855724209482237,-0.07718109401254658,-2.9685036158671763e-4,3368.700629687036
B_up,9/2/11,16:01:00,29.8,64.1,NA,9.9369,60.698525,9936.9,7466.8904999999995,62.783406505130976,66.19340650513098,65.13829409018088,0.008129023051831281,-4.81231452846932,-0.033771412999628936,-1.2989004999857282e-4,7698.819116714388
B_up,9/2/11,16:03:00,30.1,64,NA,7.9695,60.598525,7969.5,5499.4905,46.2410353590435,49.651035359043505,56.370792641036914,NA,NA,NA,NA,NA
B_up,9/2/11,16:05:00,31.2,71.5,NA,7.4433,68.098525,7443.3,4973.2905,41.81661953253581,45.22661953253581,56.865660082129594,NA,NA,NA,NA,NA
