Inj,Date,Time,NO3_N,NH4_N,PO4_P,Cl,cor_no3,cor_p,cl_ug,cor_cl,con_no3,con_amb_no3,tot_no3,con_p,con_amb_p,tot_p,no3_cl,log_no3_cl,diff_no3,kw_no3,sw_no3,p_cl,log_p_cl,diff_p,kw_p,sw_p
A_up,9/28/10,11:20:00,19.3,12.9,0.84,0.42,0.04824999999999946,0.0020999999999999908,420,1.0499999999999545,0.01124333617899961,19.311243336179,19.30562084959338,0.024988454354035173,0.8649884543540352,0.8524026640370087,NA,NA,NA,NA,NA,0.0020000000000000777,-6.214608098422153,-2.476476547625838,-0.02751640608473153,36.34195530189119
A_up,9/28/10,11:38:00,23,16.8,7.64,0.49,3.7482499999999987,6.802099999999999,490,71.04999999999995,0.7607990814456727,20.060799081445673,21.480185727159125,1.6908854112897855,2.5308854112897854,4.397267849728278,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A_up,9/28/10,11:39:30,27.8,NA,16.2,0.87,8.54825,15.3621,870,451.04999999999995,4.829815984321898,24.129815984321898,25.899978462619398,10.734326034655288,11.574326034655288,13.693212981671453,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A_up,9/28/10,11:44:00,91.4,NA,140,6.56,72.14825,139.1621,6560,6141.05,65.75799013528433,85.05799013528433,88.17199270950489,146.14795010557557,146.98795010557558,143.45143085651176,NA,NA,NA,NA,NA,0.02266096188762508,-3.787111575579531,-0.048980024783215725,-5.442224975912858e-4,1837.483757885742
A_up,9/28/10,11:46:00,162,NA,285,12.32,142.74824999999998,284.1621,12320,11901.05,127.43572003151341,146.7357200315134,154.17907330472954,283.2274711334316,284.0674711334316,284.5333535335147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A_up,9/28/10,11:47:00,191,NA,350,15.19,171.74824999999998,349.1621,15190,14771.05,158.167505587447,177.46750558744702,184.10946083024194,351.5292463677973,352.3692463677973,351.18262518058754,NA,NA,NA,NA,NA,0.02363827216074687,-3.7448881787623356,-0.006756627966020279,-7.507364406689199e-5,13320.253897745815
A_up,9/28/10,11:48:00,252,NA,490,20.59,232.74824999999998,489.1621,20590,20171.05,215.9903773651618,235.29037736516182,243.50189957374212,480.04129733141235,480.8812973314123,485.4192370440132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A_up,9/28/10,11:49:00,284,NA,555,23.68,264.74825,554.1621,23680,23261.05,249.07790954907637,268.3779095490764,276.0784785381462,553.5787487161476,554.4187487161477,554.7092982251709,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A_up,9/28/10,11:50:00,130,NA,208,9.81,110.74825,207.1621,9810,9391.05,100.55879259409414,119.85879259409414,124.82645167284151,223.4931659633068,224.3331659633068,216.0122647452404,NA,NA,NA,NA,NA,0.022059524760277074,-3.814010808440645,-0.0758792576443299,-8.431028627147767e-4,1186.0948933087682
A_up,9/28/10,11:53:00,384,NA,769,31.51,364.74825,768.1621,31510,31091.05,332.9210736267628,352.2210736267628,367.7674431929462,739.9212226133894,740.7612226133895,754.7485542812896,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A_up,9/28/10,11:54:30,407,NA,797,35.6,387.74825,796.1621,35600,35181.05,376.7165450287727,396.0165450287727,401.4707135355085,837.2572019543497,838.0972019543498,817.2903217080315,NA,NA,NA,NA,NA,0.0226304246177985,-3.788460056021848,-0.050328505225532894,-5.592056136170322e-4,1788.2510040123498
A_up,9/28/10,11:56:00,441,NA,908,39.46,421.74825,907.1621,39460,39041.05,418.0491904106207,437.34919041062074,439.17080159214106,929.1195198653783,929.9595198653783,918.9141657618325,NA,NA,NA,NA,NA,0.023236109172268676,-3.7620477804522894,-0.023916229655974064,-2.657358850663785e-4,3763.134962935882
A_up,9/28/10,11:58:30,469,NA,956,40.78,449.74825,955.1621,40780,40361.05,432.18367017850653,451.48367017850654,460.1584958617189,960.5335767675953,961.3735767675953,958.6830234179699,NA,NA,NA,NA,NA,0.023665442301426746,-3.743739425689699,-0.0056078748933838796,-6.230972103759866e-5,16048.860167365929
A_up,9/28/10,12:09:00,452,NA,926,39.69,432.74825,925.1621,39690,39271.05,420.51201643078264,439.81201643078265,445.8643643830643,934.59318129531,935.4331812953101,930.7046394423187,NA,NA,NA,NA,NA,0.02355837442594481,-3.748273919780152,-0.01014236898383647,-1.1269298870929411e-4,8873.666511584204
A_up,9/28/10,12:15:00,420,NA,837,36.96,400.74825,836.1621,36960,36541.05,391.2793423653824,410.5793423653824,415.26295740585914,869.6231999748157,870.4631999748158,853.5676296456658,NA,NA,NA,NA,NA,0.022882815354238587,-3.7773690713411714,-0.039237520544856075,-4.359724504984008e-4,2293.7229149612704
A_up,9/28/10,12:25:00,322,NA,643,27.96,302.74825,642.1621,27960,27541.05,294.90788940252435,314.20788940252436,318.0800848648227,655.4364483687907,656.2764483687907,649.6043074835109,NA,NA,NA,NA,NA,0.02331654384999846,-3.758592133886505,-0.020460583090189832,-2.2733981211322035e-4,4398.701620734944
