Inj,Date,Time,NO3_N,NH4_N,PO4_P,Cl,cor_nh4,cl_ug,cor_cl,con_nh4,con_amb_nh4,tot_nh4,nh4_cl,log_nh4_cl,diff,kw_nh4,sw_nh4
B_up,8/3/11,14:18:00,27,7.57,3,0.649,0.9266499999999995,649,1.6224999999999454,0.031853507419768744,6.6918535074197685,7.117396367434348,NA,NA,NA,NA,NA
B_up,8/3/11,14:25:00,27.3,6.66,2.7,0.671,0.016649999999999388,671,23.622499999999945,0.4637654724335968,7.123765472433597,6.887980694398594,7.048364906339052e-4,-7.257544710230363,-3.326968760676886,-0.036966319563076507,27.051651660741513
B_up,8/3/11,14:37:00,23.4,8.22,3.27,0.729,1.5766499999999999,729,81.62249999999995,1.6024424711064162,8.262442471106416,8.241193913050145,0.019316364972893515,-3.946802616300853,-0.01622666674737605,-1.8029629719306723e-4,NA
B_up,8/3/11,14:38:00,26.8,11.3,3.92,0.872,4.65665,872,224.62249999999995,4.409870243696298,11.069870243696299,11.184343241950694,NA,NA,NA,NA,NA
B_up,8/3/11,14:42:30,27.4,16.5,NA,1.2,9.856649999999998,1200,552.6225,10.849284994811553,17.50928499481155,16.997152773755687,0.01783613587937516,-4.026528773980891,-0.09595282442741393,-0.0010661424936379326,937.9609254554346
B_up,8/3/11,14:55:00,27.2,76.4,NA,4.57,69.75665000000001,4570,3922.6225,77.01034509011157,83.67034509011157,79.95257572389104,0.01778316674622654,-4.029502957543744,-0.09892700799026688,-0.001099188977669632,909.7616700270044
B_up,8/3/11,15:06:00,27.8,217,NA,11.8,210.35665,11800,11152.6225,218.95232268329232,225.61232268329232,221.26426286744646,0.01886163097513612,-3.970625527512857,-0.040049577959380134,-4.4499531065977926e-4,2247.214692032
B_up,8/3/11,15:10:00,28.5,317,NA,17.8,310.35665,17800,17152.6225,336.74649495979094,343.40649495979096,329.9391745492702,0.01809383084131887,-4.012184236304853,-0.08160828675137655,-9.067587416819616e-4,1102.8291804996372
B_up,8/3/11,15:14:30,29.5,419,NA,23.6,412.35665,23600,22952.6225,450.6141948270729,457.2741948270729,437.7189596448201,0.01796555709483742,-4.019298848887023,-0.08872289933354605,-9.858099925949561e-4,1014.3942620907011
B_up,8/3/11,15:16:00,30.2,435,NA,24.3,428.35665,24300,23652.6225,464.356848259331,471.016848259331,452.6503385537329,0.01811032370723373,-4.0112731327444235,-0.08069718319094665,-8.966353687882961e-4,1115.2805642179717
B_up,8/3/11,15:20:00,31.8,534,NA,29.9,527.35665,29900,29252.6225,574.2980757173964,580.9580757173964,556.984391552483,0.018027670852416734,-4.015847431896581,-0.08527148234310378,-9.474609149233754e-4,1055.4525091738203
B_up,8/3/11,15:24:00,28.6,576,NA,32.5,569.35665,32500,31852.6225,625.3422170372124,632.0022170372124,603.3517025860074,0.017874718164885794,-4.0243679575257625,-0.0937920079722856,-0.0010421334219142843,959.5700310264593
B_up,8/3/11,15:28:00,35.8,543,NA,29.8,536.35665,29800,29152.6225,572.334839512788,578.994839512788,560.708656840113,0.018398229867655987,-3.9955008218397707,-0.06492487228629384,-7.213874698477093e-4,1386.2175901268538
B_up,8/3/11,15:32:00,28.1,646,NA,36.6,639.35665,36600,35952.6225,705.834901426153,712.494901426153,678.4332733005474,0.01778331052206275,-4.029494872636423,-0.09891892308294636,-0.0010990991453660706,909.836027273896
B_up,8/3/11,15:35:00,29.5,608,NA,35.7,601.35665,35700,35052.6225,688.1657755846782,694.8257755846781,649.9646694671059,0.017155824788858524,-4.065417525199745,-0.1348415756462682,-0.00149823972940298,667.4499283225394
B_up,8/3/11,15:40:00,20.5,534,NA,25.2,527.35665,25200,24552.6225,482.0259741008058,488.6859741008058,510.84078749629066,NA,NA,NA,NA,NA
B_up,8/3/11,15:44:00,31.1,673,NA,38.5,666.35665,38500,37852.6225,743.1363893137109,749.7963893137108,710.3611546306063,0.01760397578793913,-4.0396305054069295,-0.10905455585345258,-0.0012117172872605842,825.2750130030507
B_up,8/3/11,15:49:00,31,677,NA,38.1,670.35665,38100,37452.6225,735.2834444952776,741.9434444952776,708.728235590556,0.017898790665460074,-4.02302212900657,-0.09244617945309308,-0.0010271797717010343,973.5394208006804
B_up,8/3/11,15:55:00,31.5,637,NA,37.2,630.35665,37200,36552.6225,717.6143186538028,724.2743186538028,679.2368813473485,0.017245182613094313,-4.06022244331369,-0.1296464937602133,-0.0014405165973357034,694.1954031279768
B_up,8/3/11,16:05:30,32.3,595,NA,34.5,588.35665,34500,33852.6225,664.6069411293785,671.2669411293784,631.9840424978944,0.017379943016231608,-4.052438437848102,-0.12186248829462532,-0.0013540276477180591,738.5373568149059
B_up,8/3/11,16:15:00,32.1,550,NA,31.4,543.35665,31400,30752.6225,603.746618786521,610.406618786521,579.4166379494004,0.017668628098302833,-4.035964635828646,-0.10538868627516873,-0.0011709854030574304,853.9816101797774
B_up,8/3/11,16:25:30,33.4,488,NA,27.3,481.35665,27300,26652.6225,523.2539343975803,529.9139343975803,508.5253189232755,0.01806038599015913,-4.014034358566145,-0.08345840901266843,-9.273156556963159e-4,1078.3814484929685
B_up,8/3/11,16:35:00,33.8,435,NA,25.1,428.35665,25100,24452.6225,480.0627378961975,486.72273789619754,460.1351877273091,0.01751782043009906,-4.044536605887506,-0.11396065633402941,-0.001266229514822549,789.7462413361461
B_up,8/3/11,17:05:00,33.2,308,NA,18.3,301.35665,18300,17652.6225,346.56267598283245,353.22267598283247,329.83720863891676,0.017071494617867684,-4.0703451878443,-0.13976923829082288,-0.0015529915365646988,643.9185124035215
B_up,8/3/11,17:27:00,31.5,218,NA,13.8,211.35665,13800,13152.6225,258.2170467754585,264.87704677545855,240.29814022802995,0.016069544305707856,-4.130829456466897,-0.2002535069134197,-0.0022250389657046633,449.43033151929677
