TIMESTAMP,RECORD,SC_uS,SC_1,Ct_1,Ct_2,Temp_C
13:57:55,109750,961.8563,927.2396,0.8165611,798.0299,18.03
13:58:00,109751,961.8563,927.2396,0.8165611,798.0299,18.03
13:58:05,109752,961.8563,927.2396,0.8165611,798.0299,18.03
13:58:10,109753,961.8563,927.2396,0.8165611,798.0299,18.03
13:58:15,109754,973.6,938.5034,0.8257427,807.5134,18.02
13:58:20,109755,1021.562,984.5057,0.8642277,847.316,18.03
13:58:25,109756,1116.93,1075.977,0.9398757,925.7996,18.02
13:58:30,109757,1142.392,1100.399,0.9598387,946.5652,18.01
13:58:35,109758,1173.613,1130.344,0.9845719,972.3244,18.01
13:58:40,109759,1188.419,1144.545,0.996289,984.5396,18.01
13:58:45,109760,1172.912,1129.672,0.984017,971.746,18.01
13:58:50,109761,1145.828,1103.694,0.962562,949.3998,18.01
13:58:55,109762,1151.342,1108.983,0.9669321,953.9493,18.01
13:59:00,109763,1097.427,1057.271,0.9239306,909.2297,18
13:59:05,109764,1092.781,1052.814,0.9202407,905.3973,18
13:59:10,109765,1057.542,1019.015,0.8921827,876.2809,18
13:59:15,109766,1026.873,989.5993,0.8677714,850.9853,18
13:59:20,109767,1017.427,980.5399,0.8602468,843.1949,18
13:59:25,109768,1001.829,965.5792,0.8478137,830.3298,18
13:59:30,109769,992.8159,956.9342,0.8404182,822.6813,17.99
13:59:35,109770,984.2153,948.6851,0.833558,815.5895,17.99
13:59:40,109771,978.7155,943.41,0.8291699,811.0544,17.99
13:59:45,109772,972.6308,937.5739,0.8243137,806.0371,17.99
13:59:50,109773,972.8862,937.8188,0.8243137,806.0371,17.97
13:59:55,109774,971.6722,936.6545,0.8233449,805.0363,17.97
14:00:00,109775,968.0372,933.1679,0.8204437,802.0397,17.97
14:00:05,109776,965.6191,930.8487,0.8185138,800.0464,17.97
14:00:10,109777,966.223,931.4279,0.8189959,800.5443,17.97
14:00:15,109778,965.8722,931.0914,0.8185138,800.0464,17.96
14:00:20,109779,965.8722,931.0914,0.8185138,800.0464,17.96
14:00:25,109780,963.4576,928.7755,0.8165869,798.0565,17.96
14:00:30,109781,963.4576,928.7755,0.8165869,798.0565,17.96
14:00:35,109782,962.2521,927.6192,0.8156246,797.0629,17.96
14:00:40,109783,962.8547,928.1971,0.8161057,797.5596,17.96
14:00:45,109784,962.5043,927.8611,0.8156246,797.0629,17.95
14:00:50,109785,962.5801,927.9338,0.8156451,797.084,17.95
14:00:55,109786,962.5801,927.9338,0.8156451,797.084,17.95
14:01:00,109787,962.5801,927.9338,0.8156451,797.084,17.95
14:01:05,109788,962.5801,927.9338,0.8156451,797.084,17.95
14:01:10,109789,962.5801,927.9338,0.8156451,797.084,17.95
14:01:15,109790,962.5801,927.9338,0.8156451,797.084,17.95
14:01:20,109791,7.069923,11.4652,0.01149721,9.845912,17.94
14:01:25,109792,2.528964,7.109787,0.007561357,6.105634,17.94
14:01:30,109793,1.826376,6.435906,0.006952393,5.526929,17.94
14:01:35,109794,1.365904,5.994249,0.006553282,5.147649,17.94
14:01:40,109795,20.94205,24.77052,0.02351494,21.26649,17.93
